episode,phase,step0_tool,reward,success,top_patterns
714,Linguistic Analysis,re.findall,-1.0,0,textblob.TextBlob:0.114|textblob.TextBlob:0.088|textblob.TextBlob:0.070
715,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.114|textblob.TextBlob:0.100|textblob.TextBlob:0.088
716,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.114|textblob.TextBlob:0.100|textblob.TextBlob:0.100
717,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.097|textblob.TextBlob:0.089|textblob.TextBlob:0.083
718,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.097|textblob.TextBlob:0.089
719,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.086|textblob.TextBlob:0.085
720,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.093|textblob.TextBlob:0.086
721,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.093
722,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
723,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.080|textblob.TextBlob:0.079|textblob.TextBlob:0.077
724,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.080|textblob.TextBlob:0.079
725,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.085|textblob.TextBlob:0.080|textblob.TextBlob:0.076
726,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.083|textblob.TextBlob:0.082
727,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.083
728,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.096|textblob.TextBlob:0.088|textblob.TextBlob:0.083
729,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.096|textblob.TextBlob:0.088
730,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.091|textblob.TextBlob:0.089|textblob.TextBlob:0.080
731,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.091|textblob.TextBlob:0.089
732,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.091
733,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
734,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
735,Linguistic Analysis,re.findall,-1.0,0,textblob.TextBlob:0.072|textblob.TextBlob:0.071|textblob.TextBlob:0.071
736,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.078|textblob.TextBlob:0.076|textblob.TextBlob:0.075
737,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.078|textblob.TextBlob:0.076
738,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.079|textblob.TextBlob:0.075
739,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.107|textblob.TextBlob:0.080|textblob.TextBlob:0.079
740,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.107|textblob.TextBlob:0.100|textblob.TextBlob:0.080
741,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.107|textblob.TextBlob:0.100|textblob.TextBlob:0.100
742,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.107|textblob.TextBlob:0.100|textblob.TextBlob:0.100
743,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.107|textblob.TextBlob:0.100|textblob.TextBlob:0.100
744,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.085|textblob.TextBlob:0.073|textblob.TextBlob:0.073
745,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.085|textblob.TextBlob:0.073
746,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.085
747,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
748,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
749,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.072|textblob.TextBlob:0.072|textblob.TextBlob:0.068
750,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.072|textblob.TextBlob:0.072
751,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.072
752,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.078|textblob.TextBlob:0.067
753,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.091|textblob.TextBlob:0.075|textblob.TextBlob:0.074
754,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.091|textblob.TextBlob:0.075
755,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.091
756,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
757,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
758,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
759,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.070|textblob.TextBlob:0.066|textblob.TextBlob:0.066
760,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.070|textblob.TextBlob:0.066
761,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.070|textblob.TextBlob:0.066
762,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.097|textblob.TextBlob:0.077|textblob.TextBlob:0.074
763,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.112|textblob.TextBlob:0.083|textblob.TextBlob:0.081
764,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.083
765,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
766,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
767,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
768,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
769,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
770,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
771,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
772,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.071|textblob.TextBlob:0.055|textblob.TextBlob:0.055
773,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.078|textblob.TextBlob:0.059|textblob.TextBlob:0.059
774,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.081|textblob.TextBlob:0.064|textblob.TextBlob:0.064
775,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.086|textblob.TextBlob:0.069|textblob.TextBlob:0.068
776,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.091|textblob.TextBlob:0.074|textblob.TextBlob:0.070
777,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.091|textblob.TextBlob:0.074
778,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.091
779,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.080|textblob.TextBlob:0.079
780,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.083|textblob.TextBlob:0.080
781,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.083
782,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
783,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
784,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
785,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.067|textblob.TextBlob:0.067|textblob.TextBlob:0.066
786,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.067|textblob.TextBlob:0.067
787,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.067
788,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.077|textblob.TextBlob:0.077|textblob.TextBlob:0.062
789,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.077|textblob.TextBlob:0.077
790,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.085|textblob.TextBlob:0.069|textblob.TextBlob:0.069
791,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.085|textblob.TextBlob:0.074|textblob.TextBlob:0.069
792,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.083|textblob.TextBlob:0.071
793,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.089|textblob.TextBlob:0.083
794,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.086|textblob.TextBlob:0.083
795,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.086
796,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.088|textblob.TextBlob:0.086
797,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.104|textblob.TextBlob:0.098|textblob.TextBlob:0.086
798,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.104|textblob.TextBlob:0.100|textblob.TextBlob:0.098
799,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.103|textblob.TextBlob:0.095|textblob.TextBlob:0.088
800,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.103|textblob.TextBlob:0.100|textblob.TextBlob:0.095
801,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.095|textblob.TextBlob:0.093|textblob.TextBlob:0.089
802,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.106|textblob.TextBlob:0.102|textblob.TextBlob:0.087
803,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.106|textblob.TextBlob:0.102|textblob.TextBlob:0.100
804,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.109|textblob.TextBlob:0.101|textblob.TextBlob:0.096
805,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.109|textblob.TextBlob:0.101|textblob.TextBlob:0.100
806,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.109|textblob.TextBlob:0.101|textblob.TextBlob:0.100
807,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.109|textblob.TextBlob:0.101|textblob.TextBlob:0.100
808,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.109|textblob.TextBlob:0.101|textblob.TextBlob:0.100
809,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.088|textblob.TextBlob:0.080|textblob.TextBlob:0.074
810,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.088|textblob.TextBlob:0.080
811,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.087|textblob.TextBlob:0.085
812,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.092|textblob.TextBlob:0.092
813,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.100|textblob.TextBlob:0.092
814,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.100|textblob.TextBlob:0.100
815,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.098|textblob.TextBlob:0.090|textblob.TextBlob:0.084
816,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.098|textblob.TextBlob:0.090
817,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.098
818,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
819,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
820,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.076|textblob.TextBlob:0.074|textblob.TextBlob:0.071
821,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.076|textblob.TextBlob:0.074
822,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.084|textblob.TextBlob:0.074|textblob.TextBlob:0.072
823,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.084|textblob.TextBlob:0.083|textblob.TextBlob:0.081
824,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.089|textblob.TextBlob:0.083
825,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.089
826,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
827,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
828,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.077|textblob.TextBlob:0.077
829,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.109|textblob.TextBlob:0.086|textblob.TextBlob:0.086
830,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.109|textblob.TextBlob:0.100|textblob.TextBlob:0.086
831,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.114|textblob.TextBlob:0.092|textblob.TextBlob:0.087
832,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.114|textblob.TextBlob:0.100|textblob.TextBlob:0.092
833,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.114|textblob.TextBlob:0.100|textblob.TextBlob:0.100
834,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.114|textblob.TextBlob:0.100|textblob.TextBlob:0.100
835,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.114|textblob.TextBlob:0.100|textblob.TextBlob:0.100
836,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.075|textblob.TextBlob:0.072
837,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.075
838,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.090
839,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.079|textblob.TextBlob:0.076
840,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.083|textblob.TextBlob:0.079
841,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.083|textblob.TextBlob:0.073
842,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.092|textblob.TextBlob:0.090|textblob.TextBlob:0.074
843,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.097|textblob.TextBlob:0.093|textblob.TextBlob:0.077
844,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.097|textblob.TextBlob:0.093
845,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.097
846,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
847,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.079|textblob.TextBlob:0.079|textblob.TextBlob:0.076
848,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.079|textblob.TextBlob:0.079
849,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.079
850,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
851,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
852,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.073|textblob.TextBlob:0.072|textblob.TextBlob:0.070
853,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.082|textblob.TextBlob:0.076|textblob.TextBlob:0.074
854,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.086|textblob.TextBlob:0.080
855,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.087|textblob.TextBlob:0.086
856,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.087
857,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
858,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
859,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
860,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.077|textblob.TextBlob:0.073|textblob.TextBlob:0.071
861,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.080|textblob.TextBlob:0.080|textblob.TextBlob:0.074
862,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.080|textblob.TextBlob:0.080
863,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.088|textblob.TextBlob:0.077|textblob.TextBlob:0.074
864,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.082|textblob.TextBlob:0.080
865,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.093|textblob.TextBlob:0.082
866,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.094|textblob.TextBlob:0.093|textblob.TextBlob:0.082
867,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.103|textblob.TextBlob:0.090
868,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.103|textblob.TextBlob:0.100
869,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.103|textblob.TextBlob:0.100
870,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.103|textblob.TextBlob:0.100
871,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.088|textblob.TextBlob:0.086|textblob.TextBlob:0.080
872,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.088|textblob.TextBlob:0.086
873,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.088
874,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.086|textblob.TextBlob:0.083|textblob.TextBlob:0.081
875,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.086|textblob.TextBlob:0.083
876,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.086
877,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.085|textblob.TextBlob:0.084|textblob.TextBlob:0.076
878,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.085|textblob.TextBlob:0.084
879,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.092|textblob.TextBlob:0.081|textblob.TextBlob:0.079
880,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.092|textblob.TextBlob:0.081
881,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.089|textblob.TextBlob:0.077
882,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.098|textblob.TextBlob:0.095|textblob.TextBlob:0.085
883,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.098|textblob.TextBlob:0.095
884,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.098
885,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.087|textblob.TextBlob:0.086|textblob.TextBlob:0.083
886,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.087|textblob.TextBlob:0.086
887,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.087
888,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.086|textblob.TextBlob:0.081|textblob.TextBlob:0.081
889,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.093|textblob.TextBlob:0.086
890,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.108|textblob.TextBlob:0.098|textblob.TextBlob:0.089
891,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.108|textblob.TextBlob:0.100|textblob.TextBlob:0.098
892,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.112|textblob.TextBlob:0.097|textblob.TextBlob:0.094
893,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.125|textblob.TextBlob:0.106|textblob.TextBlob:0.100
894,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.106|textblob.TextBlob:0.100
895,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.106|textblob.TextBlob:0.100
896,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.106|textblob.TextBlob:0.100
897,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.102|textblob.TextBlob:0.095|textblob.TextBlob:0.081
898,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.104|textblob.TextBlob:0.103|textblob.TextBlob:0.095
899,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.104|textblob.TextBlob:0.103|textblob.TextBlob:0.100
900,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.098|textblob.TextBlob:0.095
901,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.125|textblob.TextBlob:0.113|textblob.TextBlob:0.100
902,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.113|textblob.TextBlob:0.100
903,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.113|textblob.TextBlob:0.100
904,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.124|textblob.TextBlob:0.107|textblob.TextBlob:0.089
905,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.138|textblob.TextBlob:0.119|textblob.TextBlob:0.100
906,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.143|textblob.TextBlob:0.126|textblob.TextBlob:0.115
907,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.143|textblob.TextBlob:0.126|textblob.TextBlob:0.115
908,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.127|textblob.TextBlob:0.120|textblob.TextBlob:0.118
909,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.134|textblob.TextBlob:0.124|textblob.TextBlob:0.118
910,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.134|textblob.TextBlob:0.124|textblob.TextBlob:0.118
911,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.138|textblob.TextBlob:0.117|textblob.TextBlob:0.108
912,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.148|textblob.TextBlob:0.126|textblob.TextBlob:0.112
913,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.151|textblob.TextBlob:0.134|textblob.TextBlob:0.125
914,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.151|textblob.TextBlob:0.134|textblob.TextBlob:0.125
915,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.151|textblob.TextBlob:0.134|textblob.TextBlob:0.125
916,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.151|textblob.TextBlob:0.134|textblob.TextBlob:0.125
917,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.118|textblob.TextBlob:0.106|textblob.TextBlob:0.100
918,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.111|textblob.TextBlob:0.108|textblob.TextBlob:0.107
919,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.111|textblob.TextBlob:0.108|textblob.TextBlob:0.107
920,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.129|textblob.TextBlob:0.096|textblob.TextBlob:0.095
921,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.165|textblob.TextBlob:0.107|textblob.TextBlob:0.094
922,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.199|textblob.TextBlob:0.122|textblob.TextBlob:0.099
923,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.217|textblob.TextBlob:0.140|textblob.TextBlob:0.102
924,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.231|textblob.TextBlob:0.159|textblob.TextBlob:0.107
