episode,phase,step0_tool,reward,success,top_patterns
0,Tool Familiarization,re_findall,-1.0,0,index:0.172|float:0.168|split:0.167
642,Pattern Extraction,none,1.0,1,re.findall:0.139|re.findall:0.100|re.findall:0.100
643,Pattern Extraction,none,1.0,1,re.findall:0.139|re.findall:0.100|re.findall:0.100
644,Pattern Extraction,none,1.0,1,re.findall:0.139|re.findall:0.100|re.findall:0.100
645,Pattern Extraction,none,1.0,1,re.findall:0.139|re.findall:0.100|re.findall:0.100
646,Pattern Extraction,re.findall,-1.0,0,re.findall:0.098|re.findall:0.069|re.findall:0.069
647,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.098|re.findall:0.069
648,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.098
649,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.085|re.findall:0.078
650,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.093|re.findall:0.076
651,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.104|re.findall:0.087
652,Pattern Extraction,re.findall,-1.0,0,re.findall:0.131|re.findall:0.111|re.findall:0.099
653,Pattern Extraction,none,1.0,1,re.findall:0.131|re.findall:0.111|re.findall:0.100
654,Pattern Extraction,none,1.0,1,re.findall:0.131|re.findall:0.111|re.findall:0.100
655,Pattern Extraction,re.findall,-1.0,0,re.findall:0.125|re.findall:0.096|re.findall:0.092
656,Pattern Extraction,re.findall,-1.0,0,re.findall:0.139|re.findall:0.102|re.findall:0.096
657,Pattern Extraction,none,1.0,1,re.findall:0.139|re.findall:0.102|re.findall:0.100
658,Pattern Extraction,re.findall,-1.0,0,re.findall:0.136|re.findall:0.098|re.findall:0.097
659,Pattern Extraction,re.findall,-1.0,0,re.findall:0.143|re.findall:0.104|re.findall:0.096
660,Pattern Extraction,none,1.0,1,re.findall:0.143|re.findall:0.104|re.findall:0.100
661,Pattern Extraction,none,1.0,1,re.findall:0.143|re.findall:0.104|re.findall:0.100
662,Pattern Extraction,none,1.0,1,re.findall:0.143|re.findall:0.104|re.findall:0.100
663,Pattern Extraction,re.findall,-1.0,0,re.findall:0.111|re.findall:0.085|re.findall:0.079
664,Pattern Extraction,none,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.085
665,Pattern Extraction,re.findall,-1.0,0,re.findall:0.097|re.findall:0.097|re.findall:0.080
666,Pattern Extraction,re.findall,-1.0,0,re.findall:0.111|re.findall:0.091|re.findall:0.090
667,Pattern Extraction,re.findall,-1.0,0,re.findall:0.121|re.findall:0.104|re.findall:0.085
668,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.104|re.findall:0.100
669,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.104|re.findall:0.100
670,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.104|re.findall:0.100
671,Pattern Extraction,re.findall,-1.0,0,re.findall:0.097|re.findall:0.093|re.findall:0.082
672,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.098|re.findall:0.096
673,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.098
674,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.100
675,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.090|re.findall:0.087
676,Pattern Extraction,re.findall,-1.0,0,re.findall:0.125|re.findall:0.101|re.findall:0.096
677,Pattern Extraction,re.findall,-1.0,0,re.findall:0.150|re.findall:0.113|re.findall:0.112
678,Pattern Extraction,none,1.0,1,re.findall:0.150|re.findall:0.113|re.findall:0.112
679,Pattern Extraction,none,1.0,1,re.findall:0.150|re.findall:0.113|re.findall:0.112
680,Pattern Extraction,none,1.0,1,re.findall:0.150|re.findall:0.113|re.findall:0.112
681,Pattern Extraction,re.findall,-1.0,0,re.findall:0.132|re.findall:0.102|re.findall:0.098
682,Pattern Extraction,none,1.0,1,re.findall:0.132|re.findall:0.102|re.findall:0.100
683,Pattern Extraction,none,1.0,1,re.findall:0.132|re.findall:0.102|re.findall:0.100
684,Pattern Extraction,none,1.0,1,re.findall:0.132|re.findall:0.102|re.findall:0.100
685,Pattern Extraction,none,1.0,1,re.findall:0.132|re.findall:0.102|re.findall:0.100
686,Pattern Extraction,re.findall,-1.0,0,re.findall:0.102|re.findall:0.083|re.findall:0.077
687,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.088|re.findall:0.082
688,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.091|re.findall:0.087
689,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.091
690,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
691,Pattern Extraction,re.findall,-1.0,0,re.findall:0.083|re.findall:0.083|re.findall:0.079
692,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.083|re.findall:0.083
693,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.086|re.findall:0.085
694,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.086
695,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.088
696,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
697,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
698,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
699,Pattern Extraction,re.findall,-1.0,0,re.findall:0.067|re.findall:0.067|re.findall:0.066
700,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.067|re.findall:0.067
701,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.068|re.findall:0.065
702,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.068
703,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
704,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
705,Pattern Extraction,re.findall,-1.0,0,re.findall:0.076|re.findall:0.076|re.findall:0.074
706,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.080|re.findall:0.071
707,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.080
708,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
709,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
710,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.074|re.findall:0.072
711,Pattern Extraction,re.findall,-1.0,0,re.findall:0.086|re.findall:0.077|re.findall:0.074
712,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.077
713,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.086
714,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
715,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.077|re.findall:0.074
716,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.077|re.findall:0.077
717,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.077
718,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
719,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
720,Pattern Extraction,re.findall,-1.0,0,re.findall:0.071|re.findall:0.071|re.findall:0.070
721,Pattern Extraction,re.findall,-1.0,0,re.findall:0.078|re.findall:0.077|re.findall:0.072
722,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.079|re.findall:0.077
723,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.079
724,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
725,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
726,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
727,Pattern Extraction,re.findall,-1.0,0,re.findall:0.072|re.findall:0.071|re.findall:0.071
728,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.072|re.findall:0.071
729,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.073|re.findall:0.071
730,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.073
731,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.085|re.findall:0.074
732,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.088|re.findall:0.086
733,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.097|re.findall:0.090
734,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.097
735,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
736,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
737,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
738,Pattern Extraction,re.findall,-1.0,0,re.findall:0.078|re.findall:0.075|re.findall:0.073
739,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.078|re.findall:0.075
740,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.075|re.findall:0.071
741,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.075
742,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.088
743,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.082|re.findall:0.075
744,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.087|re.findall:0.075
745,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.087
746,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.090|re.findall:0.085
747,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.090
748,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
749,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.084|re.findall:0.082
750,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.084
751,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
752,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
753,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
754,Pattern Extraction,re.findall,-1.0,0,re.findall:0.072|re.findall:0.072|re.findall:0.070
755,Pattern Extraction,re.findall,-1.0,0,re.findall:0.081|re.findall:0.079|re.findall:0.076
756,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.090|re.findall:0.084
757,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.096|re.findall:0.096
758,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.096
759,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
760,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
761,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
762,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
763,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
764,Pattern Extraction,re.findall,-1.0,0,re.findall:0.070|re.findall:0.069|re.findall:0.064
765,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.070|re.findall:0.069
766,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.069|re.findall:0.064
767,Pattern Extraction,re.findall,-1.0,0,re.findall:0.100|re.findall:0.073|re.findall:0.072
768,Pattern Extraction,re.findall,-1.0,0,re.findall:0.118|re.findall:0.081|re.findall:0.075
769,Pattern Extraction,re.findall,-1.0,0,re.findall:0.138|re.findall:0.085|re.findall:0.077
770,Pattern Extraction,none,1.0,1,re.findall:0.138|re.findall:0.100|re.findall:0.085
771,Pattern Extraction,none,1.0,1,re.findall:0.138|re.findall:0.100|re.findall:0.100
772,Pattern Extraction,none,1.0,1,re.findall:0.138|re.findall:0.100|re.findall:0.100
773,Pattern Extraction,none,1.0,1,re.findall:0.138|re.findall:0.100|re.findall:0.100
774,Pattern Extraction,none,1.0,1,re.findall:0.138|re.findall:0.100|re.findall:0.100
775,Pattern Extraction,none,1.0,1,re.findall:0.138|re.findall:0.100|re.findall:0.100
776,Pattern Extraction,re.findall,-1.0,0,re.findall:0.097|re.findall:0.064|re.findall:0.064
777,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.071|re.findall:0.071
778,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.083|re.findall:0.083
779,Pattern Extraction,re.findall,-1.0,0,re.findall:0.098|re.findall:0.093|re.findall:0.091
780,Pattern Extraction,re.findall,-1.0,0,re.findall:0.100|re.findall:0.097|re.findall:0.096
781,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.097
782,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
783,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
784,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
785,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
786,Pattern Extraction,re.findall,-1.0,0,re.findall:0.070|re.findall:0.069|re.findall:0.069
787,Pattern Extraction,re.findall,-1.0,0,re.findall:0.076|re.findall:0.075|re.findall:0.073
788,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.076|re.findall:0.075
789,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.078|re.findall:0.077
790,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.089|re.findall:0.084
791,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.099|re.findall:0.090
792,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.099
793,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.098|re.findall:0.093
794,Pattern Extraction,none,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.098
795,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.094|re.findall:0.092
796,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.098|re.findall:0.093
797,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.098
798,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.098|re.findall:0.090
799,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.114|re.findall:0.090
800,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.114|re.findall:0.100
801,Pattern Extraction,re.findall,-1.0,0,re.findall:0.118|re.findall:0.112|re.findall:0.096
802,Pattern Extraction,none,1.0,1,re.findall:0.118|re.findall:0.112|re.findall:0.100
803,Pattern Extraction,re.findall,-1.0,0,re.findall:0.109|re.findall:0.108|re.findall:0.099
804,Pattern Extraction,none,1.0,1,re.findall:0.109|re.findall:0.108|re.findall:0.100
805,Pattern Extraction,none,1.0,1,re.findall:0.109|re.findall:0.108|re.findall:0.100
806,Pattern Extraction,none,1.0,1,re.findall:0.109|re.findall:0.108|re.findall:0.100
807,Pattern Extraction,none,1.0,1,re.findall:0.109|re.findall:0.108|re.findall:0.100
808,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.080|re.findall:0.076
809,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.080
810,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.084
811,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.082|re.findall:0.078
812,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.082
813,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.090|re.findall:0.082
814,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.090
815,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.091|re.findall:0.090
816,Pattern Extraction,re.findall,-1.0,0,re.findall:0.109|re.findall:0.101|re.findall:0.096
817,Pattern Extraction,re.findall,-1.0,0,re.findall:0.121|re.findall:0.110|re.findall:0.097
818,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.110|re.findall:0.100
819,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.110|re.findall:0.100
820,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.110|re.findall:0.100
821,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.110|re.findall:0.100
822,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.085|re.findall:0.074
823,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.085
824,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.094
825,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.084|re.findall:0.075
826,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.087|re.findall:0.082
827,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.087
828,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
829,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
830,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.077|re.findall:0.074
831,Pattern Extraction,re.findall,-1.0,0,re.findall:0.083|re.findall:0.083|re.findall:0.080
832,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.083|re.findall:0.083
833,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.083
834,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
835,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.076|re.findall:0.075
836,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.077|re.findall:0.076
837,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.080|re.findall:0.074
838,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.080
839,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.089
840,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
841,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.076|re.findall:0.076
842,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.081|re.findall:0.078
843,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.081
844,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.082|re.findall:0.082
845,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.082
846,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.094
847,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
848,Pattern Extraction,re.findall,-1.0,0,re.findall:0.080|re.findall:0.078|re.findall:0.077
849,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.080|re.findall:0.078
850,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.080|re.findall:0.076
851,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.080
852,Pattern Extraction,re.findall,-1.0,0,re.findall:0.091|re.findall:0.085|re.findall:0.084
853,Pattern Extraction,re.findall,-1.0,0,re.findall:0.102|re.findall:0.101|re.findall:0.090
854,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.101|re.findall:0.100
855,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.101|re.findall:0.100
856,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.101|re.findall:0.100
857,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.101|re.findall:0.100
858,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.101|re.findall:0.100
859,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.076|re.findall:0.067
860,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.076
861,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.082
862,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.082|re.findall:0.078
863,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.082
864,Pattern Extraction,re.findall,-1.0,0,re.findall:0.081|re.findall:0.081|re.findall:0.079
865,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.088|re.findall:0.079
866,Pattern Extraction,re.findall,-1.0,0,re.findall:0.097|re.findall:0.095|re.findall:0.079
867,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.097|re.findall:0.095
868,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.097
869,Pattern Extraction,re.findall,-1.0,0,re.findall:0.086|re.findall:0.084|re.findall:0.083
870,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.084
871,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.086
872,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.082|re.findall:0.078
873,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.082
874,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.084
875,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
876,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
877,Pattern Extraction,re.findall,-1.0,0,re.findall:0.072|re.findall:0.072|re.findall:0.069
878,Pattern Extraction,re.findall,-1.0,0,re.findall:0.080|re.findall:0.077|re.findall:0.075
879,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.080|re.findall:0.077
880,Pattern Extraction,re.findall,-1.0,0,re.findall:0.091|re.findall:0.081|re.findall:0.073
881,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.081
882,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.091
883,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
884,Pattern Extraction,re.findall,-1.0,0,re.findall:0.079|re.findall:0.075|re.findall:0.074
885,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.080|re.findall:0.076
886,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.080
887,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
888,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.079|re.findall:0.078
889,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.079
890,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.087|re.findall:0.076
891,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.087
892,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
893,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.084|re.findall:0.081
894,Pattern Extraction,re.findall,-1.0,0,re.findall:0.100|re.findall:0.095|re.findall:0.085
895,Pattern Extraction,re.findall,-1.0,0,re.findall:0.111|re.findall:0.110|re.findall:0.092
896,Pattern Extraction,none,1.0,1,re.findall:0.111|re.findall:0.110|re.findall:0.100
897,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.111|re.findall:0.090
898,Pattern Extraction,re.findall,-1.0,0,re.findall:0.122|re.findall:0.117|re.findall:0.098
899,Pattern Extraction,re.findall,-1.0,0,re.findall:0.130|re.findall:0.121|re.findall:0.106
900,Pattern Extraction,none,1.0,1,re.findall:0.130|re.findall:0.121|re.findall:0.106
901,Pattern Extraction,none,1.0,1,re.findall:0.130|re.findall:0.121|re.findall:0.106
902,Pattern Extraction,none,1.0,1,re.findall:0.130|re.findall:0.121|re.findall:0.106
903,Pattern Extraction,none,1.0,1,re.findall:0.130|re.findall:0.121|re.findall:0.106
904,Pattern Extraction,none,1.0,1,re.findall:0.130|re.findall:0.121|re.findall:0.106
905,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.082|re.findall:0.077
906,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.082|re.findall:0.082
907,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.082
908,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.082
909,Pattern Extraction,re.findall,-1.0,0,re.findall:0.086|re.findall:0.079|re.findall:0.075
910,Pattern Extraction,re.findall,-1.0,0,re.findall:0.099|re.findall:0.083|re.findall:0.081
911,Pattern Extraction,re.findall,-1.0,0,re.findall:0.115|re.findall:0.096|re.findall:0.085
912,Pattern Extraction,re.findall,-1.0,0,re.findall:0.122|re.findall:0.110|re.findall:0.091
913,Pattern Extraction,re.findall,-1.0,0,re.findall:0.130|re.findall:0.124|re.findall:0.093
914,Pattern Extraction,none,1.0,1,re.findall:0.130|re.findall:0.124|re.findall:0.100
915,Pattern Extraction,none,1.0,1,re.findall:0.130|re.findall:0.124|re.findall:0.100
916,Pattern Extraction,re.findall,-1.0,0,re.findall:0.118|re.findall:0.115|re.findall:0.086
917,Pattern Extraction,re.findall,-1.0,0,re.findall:0.126|re.findall:0.123|re.findall:0.097
918,Pattern Extraction,re.findall,-1.0,0,re.findall:0.131|re.findall:0.130|re.findall:0.113
919,Pattern Extraction,re.findall,-1.0,0,re.findall:0.139|re.findall:0.128|re.findall:0.127
920,Pattern Extraction,re.findall,-1.0,0,re.findall:0.145|re.findall:0.142|re.findall:0.141
921,Pattern Extraction,re.findall,-1.0,0,re.findall:0.170|re.findall:0.150|re.findall:0.141
922,Pattern Extraction,re.findall,-1.0,0,re.findall:0.185|re.findall:0.157|re.findall:0.138
923,Pattern Extraction,none,1.0,1,re.findall:0.185|re.findall:0.157|re.findall:0.138
924,Pattern Extraction,none,1.0,1,re.findall:0.185|re.findall:0.157|re.findall:0.138
925,Pattern Extraction,re.findall,-1.0,0,re.findall:0.155|re.findall:0.136|re.findall:0.110
926,Pattern Extraction,none,1.0,1,re.findall:0.155|re.findall:0.136|re.findall:0.110
927,Pattern Extraction,none,1.0,1,re.findall:0.155|re.findall:0.136|re.findall:0.110
928,Pattern Extraction,none,1.0,1,re.findall:0.155|re.findall:0.136|re.findall:0.110
929,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.103|re.findall:0.092
930,Pattern Extraction,re.findall,-1.0,0,re.findall:0.113|re.findall:0.098|re.findall:0.097
931,Pattern Extraction,re.findall,-1.0,0,re.findall:0.130|re.findall:0.113|re.findall:0.111
932,Pattern Extraction,re.findall,-1.0,0,re.findall:0.148|re.findall:0.134|re.findall:0.122
